"noc_2016","2.C.3.a - Comp and Elec","2.C.3.b - Eng and Tech","2.C.9.a - Telco","2.B.3.b - Tech Design","2.B.3.e - Programming","4.A.3.b.1 - Inter w Comp","Rank - Tech Design","Rank - Programming","Rank - Comp and Elec","Rank - Inter w Comp","Rank - Eng and Tech","Rank - Telco","harm.rank","harm.rank.digital","harm.rank.no.tel","tech","digital","tech.no.tel","noc_code","noc_name"
3125,10.8481111111111,1.75466666666667,1.8624,3.09805555555556,1.60111111111111,12.0035222222222,64,104,201,207,357,304,147.280477472822,177.299577920078,133.476033967168,0,NA,NA,"3125",""
3131,12.3175,1.1218,3.2112,1.3125,1.215,17.518,266,144.5,153,66,399,161,147.384334403882,116.061214205338,144.772062729179,0,NA,NA,"3131",""
3132,10.3008,2.3828,2.4066,2.24,2.5,12.9269,118.5,64,214,186,324,253,147.183267176757,136.423881620035,135.764437530611,0,NA,NA,"3132",""
3141,12.96555,2.98745,2.349,3.16875,1.645,13.175,63,97.5,127,175,292,259,128.947054356635,145.492869377157,117.138342906148,0,NA,NA,"3141",""
3142,8.3258,1.743,2.0178,2.82,0.75,8.2818,78.5,245.5,285,300,359,290,202.235524897878,279.486060992447,190.607241889633,0,NA,NA,"3142",""
3143,9.104775,2.668575,1.6109,3.38,0.75,10.940825,54.5,245.5,248,224,310,342,163.638411362898,259.188966015243,148.144829989546,0,NA,NA,"3143",""
3144,8.41859375,1.4485625,1.7203125,2.69890625,0.9,9.94459375,88,215,280,247,379,329,206.05496930557,262.279438320283,191.657967677328,0,NA,NA,"3144",""
3211,8.61666666666667,2.01173333333333,1.03111111111111,0.900277777777778,1.01937777777778,11.571,343,177,269,217,338,410,270.285410258973,244.769172343688,252.963896435966,0,NA,NA,"3211",""
3212,9.7515,3.4362,2.8919,1.86375,1.645,18.06995,169,97.5,233,54,271,194,126.864282855445,106.000104520512,118.577739934599,0,NA,NA,"3212",""
3213,9.0882,2.5844,0.876,1.3125,1.215,12.3255,266,144.5,249,201,314,431,239.443689704003,220.529510012582,219.845266826184,0,NA,NA,"3213",""
3214,13.0815,3.4444,2.145,2.9256,0.75,13.9093,71.5,245.5,122,157,270,277,151.529489390363,180.888148209019,138.892242730081,0,NA,NA,"3214",""
3215,15.996,6.0433,4.0411,1.54,1.3125,14.6316,212.5,131,54,142,184,104,114.583328813392,94.6199291059472,116.713818139676,0,NA,NA,"3215",""
3216,11.31,3.6188,3.1317,2.5,0.3125,14.0096,98.5,348,177,152,264,169,172.783968573331,191.372838800218,173.351740098704,0,NA,NA,"3216",""
3217,12.8759,2.3114,3.54,1.54,1.0044,15.867,212.5,187.5,130,97,328,142,158.482495757036,132.732866658647,161.990205790366,0,NA,NA,"3217",""
3219,9.0514,12.0521,2.84445,6.74595,0.945,8.8848,15,197,253,272,58,200,61.8080119789811,226.942101441821,54.2890115375768,0,NA,NA,"3219",""
3221,10.3944,6.968,2.3541,4.24,1.215,10.626,36,144.5,211.5,231.5,158.5,256.5,113.079693497902,202.395297739126,101.67472639186,0,NA,NA,"3221",""
3222,9.0812,2.1063,1.19,0.75,0.3125,10.71,365.5,348,251,228,334,396,308.755138145678,291.560332878611,295.613393524105,0,NA,NA,"3222",""
3223,7.038,14.7204,1.5364,3.5,0.1344,4.3976,51,393,322,394,43,351,113.283120013284,363.41828099364,99.7531432389293,0,NA,NA,"3223",""
3231,8.01,3.6477,2.438,2.1875,0.5244,11.4345,123,304,294,220,254,246,220.360796514268,262.432942606582,215.707932143533,0,NA,NA,"3231",""
3232,8.2908,1.298,1.22945,1.7861,1.0275,7.1248,174,176,286,333,387,392,261.276422457966,272.617371189943,244.862115172934,0,NA,NA,"3232",""
3233,8.5228,0.9452,1.9584,1.88,0.3125,11.8218,163,348,273,212,417.5,297,260.274869232048,274.621444277941,253.847729113947,0,NA,NA,"3233",""
3234,9.3347,4.1193,10.1232,1.3125,1.0044,15.1312,266,187.5,239,124,246,19,79.7176848122468,59.2841090020377,197.897475457128,0,NA,NA,"3234",""
3236,2.768,0.8308,0.7632,1.215,0,4.4969,284,443.5,439,393,428,438,395.303902622238,428.337917774277,387.588144398947,0,NA,NA,"3236",""
3237,12.08975,1.9936875,2.428125,2.6675,0.76546875,10.70978125,90,231,158,229,339,248,182.405578593529,210.931044197031,173.144183630654,0,NA,NA,"3237",""
3411,6.8774,1.936,2.0585,1.88,0.3125,15.7125,163,348,335,100,342,287,212.556828805616,208.173600100188,201.975131300272,0,NA,NA,"3411",""
3413,5.83706666666667,0.848575,2.41605,0.809322222222222,0.251736111111111,6.25888888888889,353,380,349,356,425,251,344.363175119174,326.498916807192,371.603217202785,0,NA,NA,"3413",""
3414,7.61016666666667,1.92477777777778,2.18396111111111,1.21875,0.8425,11.95325,281,224,307,209,343,274,266.163415238649,248.609865470852,264.463810238299,0,NA,NA,"3414",""
4011,14.8574658304498,3.68405475778547,3.4071151384083,0.726191003460208,1.04117188581315,15.8692015570934,377,172,78,96,253,149,142.867244912912,112.948023450698,141.521328940998,0,NA,NA,"4011",""
4012,15.4936,2.2272,1.88845,2.425,5.20125,14.9342,106,25.5,63,134,331,303,78.5180269592925,62.4436737103312,68.3750407173877,0,NA,NA,"4012",""
4021,14.5485191836735,3.60330579591837,3.38752408163265,0.740738204081633,1.00157118367347,15.3953436734694,376,193,82,115,265,151,154.581855030685,123.447383090202,155.108787139077,0,NA,NA,"4021",""
4031,14.9904,3.6285,4.512,1.62,1.125,12.825,199.5,158.5,73,189,263,82,130.804827715302,107.832823570204,147.834197176651,0,NA,NA,"4031",""
4032,13.464,1.712,1.1289,1.75,1.035,12.8282,180.5,174,108,188,361,400,193.889624514702,176.418426615197,175.736573301272,0,NA,NA,"4032",""
4033,14.0685,1.7596,2.5109,1.75,1.215,13,180.5,144.5,95.5,179.5,354.5,235.5,169.843572075095,148.125970130424,160.78052315068,0,NA,NA,"4033",""
4111,10.5138,1.963,2.4344,0.75,0.5244,13.2834,365.5,304,210,173,341,247,255.864640510254,224.751809850721,257.497808003907,0,NA,NA,"4111",""
4112,12.617,1.836,3.3201,1.88,1.125,13.4514,163,158.5,146,168,348,156,174.816054193155,157.735547969664,178.875748497711,0,NA,NA,"4112",""
4151,10.01792,0.747932,1.26896,1.182624,2.098352,13.611264,292,78,225,163,435,384,190.569857393574,155.171255600483,173.087552218867,0,NA,NA,"4151",""
4152,9.2402,0.218666666666667,1.55311111111111,0.935,1.05555555555556,13.1674222222222,327,170,246,176,477,346,254.57245214371,217.059838557751,241.696698174143,0,NA,NA,"4152",""
4153,7.30927777777778,0.374111111111111,1.35831111111111,0.910066666666667,0.6348,11.7889444444444,341,286,315,213,469,376,315.359078380436,286.239850505937,305.373146195114,0,NA,NA,"4153",""
4154,9.4276,1.3205,3.1899,0.75,0.75,9.4107,365.5,245.5,238,256,384,165,255.515318622493,220.312328290357,286.403918663308,0,NA,NA,"4154",""
4155,14.3775,1.0981,3.243,0.5244,0.75,13.9956,408.5,245.5,87,154,402,158,181.352465417288,142.038632177708,186.5989387834,0,NA,NA,"4155",""
4156,14.0685,1.7596,2.5109,1.75,1.215,13,180.5,144.5,95.5,179.5,354.5,235.5,169.843572075095,148.125970130424,160.78052315068,0,NA,NA,"4156",""
4161,10.7379,16.23403125,2.55871875,5.2609375,3.6884375,15.076875,24,40,205,127,34,229,54.557175662211,96.6068325228054,47.3356910305723,0,NA,NA,"4161",""
4162,14.5597111111111,2.93013333333333,1.80906666666667,2.0982,4.875,20.9125333333333,146,29,81,20,294,309,56.3032095494035,41.5052676592932,48.3839497101804,0,NA,NA,"4162",""
4163,14.985,2.565,2.4,1.96,5.355,17.8861,154.5,22,74,56,317,254,68.296257303841,51.10056403907,59.5727612366783,0,NA,NA,"4163",""
4164,13.065,1.078,2.325,2.11875,5.9536,15.543425,127,18,123,106,406,262,71.3320410936643,54.1681212561656,62.2576683095176,0,NA,NA,"4164",""
4165,15.3867,4.180425,4.5254,2.0825,5.47875,17.06255,148,21,65,71,244,80,61.4542090429583,46.0613893376414,58.6249002876501,0,NA,NA,"4165",""
4166,15.0274,3.2852,3.6192,1.4256,0.8556,12.525,234,222,72,199,277,137,156.732633113756,131.452200286398,161.106471405184,0,NA,NA,"4166",""
4167,17.4096,1.8582,3.0954,2.76,10.14,15.3873,86,7,41,116,347,172,33.8019227654643,24.5192872400833,29.1164301694811,0,NA,NA,"4167",""
4168,10.23,0.4847,2.6596,0.1344,0.69,12.5712,462,272,215,198,458,215,269.228948463185,222.873650323353,283.186075323253,0,NA,NA,"4168",""
4211,12.8734,0.171,2.1037,0.93,0.69,17.7514,334,272,131.5,59.5,478.5,281.5,165.064157501874,127.881644604858,152.39405208698,0,NA,NA,"4211",""
4212,8.58564444444444,0.461422222222222,1.3664,1.1575,0.646944444444445,12.6252,293,285,271,195,461,374,292.575255189848,267.707485390292,280.255271593683,0,NA,NA,"4212",""
4214,4.3143,0.4788,1.054,0.8556,0,4.1249,350.5,443.5,379,402,459,406,404.35209484906,407.344844351675,403.826642933625,0,NA,NA,"4214",""
4215,11.6487,1.69916,1.9032,2.09,0.836352,12.596416,147,226,169,196,362,299,212.700394107882,213.93675192469,201.00212334048,0,NA,NA,"4215",""
4216,7.2127,0.551655555555556,1.79666666666667,0.992222222222222,0.608888888888889,6.30186666666667,323,288,316,354,454,310,334.60969853564,316.277608963524,339.768431813481,0,NA,NA,"4216",""
4311,12.50775,2.896,11.11715,1.5972,1.17375,16.93625,203,152.5,148,75,297,15,61.7654876545791,45.0024943184071,144.335019658233,0,NA,NA,"4311",""
4312,6.31605,6.840375,9.71025,1.5228,0.4997,8.4258,220,320,345,297,162,21,91.6372676242169,72.9718100719217,249.737786451537,0,NA,NA,"4312",""
4411,3.55585,0.659025,1.36125,1.463275,0,2.156975,224,443.5,406,447,441,375,367.977913114853,416.734448204204,366.414398147879,0,NA,NA,"4411",""
4412,1.6781,0.3078,1.4432,0.5244,0,1.1808,408.5,443.5,459,469,474,358,432.149866427741,428.411995501765,450.509016501024,0,NA,NA,"4412",""
4413,7.0467,0.5719,1.2844,1.96,0.75,8.2992,154.5,245.5,321,299,451,383,275.949069151598,305.346187449414,261.246995680441,0,NA,NA,"4413",""
4421,8.50585,1.2599,6.45665,0.140625,0.219225,9.66125,457.5,384,275,253,390,48,169.950815190916,130.865377455627,335.656778284004,0,NA,NA,"4421",""
4422,13.0326,0.9112,5.238,1.0044,0.75,11.121,317,245.5,124,223,419,63,159.27080594528,124.43196479055,226.791441658797,0,NA,NA,"4422",""
4423,11.8695,4.320375,4.5473625,0.66504375,1.289025,12.80259375,392,135,163,190,238,79,158.249824766833,128.262253226831,196.736271738969,0,NA,NA,"4423",""
5111,18.4737,1.2556,4.366,0.75,0.8556,13.8138,365.5,222,34,158,391,85,106.661960218369,78.4729960771064,112.045884908146,0,NA,NA,"5111",""
5112,11.8958,5.2782,1.716875,2.4797,1.47875,12.6326,101,113,162,194,207,332,159.363730077607,173.625374308082,144.31381286219,0,NA,NA,"5112",""
5113,15.54,1.6218,2.1875,0.75,2.35,16.498,365.5,69.5,60.5,85.5,368.5,272.5,117.425025501145,87.6010358172493,105.396009425552,0,NA,NA,"5113",""
5121,10.80815,1.8095,3.79995,0.9864,1.2225,12.234375,325,137,203,204,349,118,191.360853276406,157.296094475496,217.855299231304,0,NA,NA,"5121",""
5122,13.3038,2.1,4.3848,1.4256,2.76,15.8316,234,60,112,98,336,84,110.433388913191,84.9099769370567,117.462743346965,0,NA,NA,"5122",""
5123,10.1775,1.3195,7.08,0.3125,0.5244,10.6314,436.5,304,216,230,385,41,146.692453895081,111.032427383124,292.528089936452,0,NA,NA,"5123",""
5125,13.3076,1.6272,6.9966,1.75,0.3125,10.187,180.5,348,111,243,367,42,126.648785850989,102.176159204059,207.302910250012,0,NA,NA,"5125",""
5131,12.503592,4.93892,9.548036,1.482944,1.014,11.731048,222,182,149,214,217,24,91.1109551987883,70.444474284947,193.395383441747,0,NA,NA,"5131",""
5132,14.2775666666667,2.26052222222222,3.2185,1.50944444444444,0.815,10.524,221,228,90,235,330,159,179.808878127486,154.780124790981,184.374185336466,0,NA,NA,"5132",""
5133,5.3463,1.4949,1.45885,1.035,0,3.675,307,443.5,359,409,375,357,371.146002342612,389.870499971637,373.891915187831,0,NA,NA,"5133",""
5134,1.5936,0.9996,0.29,0.8556,0,1.3629,350.5,443.5,463,465,413,475,431.28037973243,462.33932490652,423.326183853749,0,NA,NA,"5134",""
5135,1.515,1.3632,2.756,0.28,0,2.016,452.5,443.5,465,453,383,207,370.022838001784,350.693324735888,438.307245539306,0,NA,NA,"5135",""
5136,9.504,3.9975,0.7497,4.4944,0.75,4.0546,32.5,245.5,236,403,248,441,127.984420974795,307.363774162239,112.061737140123,0,NA,NA,"5136",""
5211,19.0536,0.105,1.7784,0.28,1.62,10.9158,452.5,101.5,27,225,482,311,104.573786795703,75.3291551102953,92.3009437013707,0,NA,NA,"5211",""
5212,12.7624,9.1806,1.0318,3.24,0.69,12.9804,58,272,140,184,108,409,134.15886797478,215.058017887226,118.247835400874,0,NA,NA,"5212",""
5221,18.2784,2.3616,2.6696,3,1.215,18.18,69,144.5,36,52,325,213,80.2204458562792,69.6370331731488,71.3053123146588,0,NA,NA,"5221",""
5222,20.9456,11.2558,13.041,3.71,0.69,10.3766,47.5,272,16,237,84,8,28.5466083229614,22.4972732781256,50.4686130175763,0,NA,NA,"5222",""
5223,20.407025,5.46385,2.9857,3.79125,6.9825,18.627,45,17,21,46,202,186,38.8854070597338,31.3395404120444,33.567875308699,0,NA,NA,"5223",""
5224,20.8923,16.6782,18.6615,4.24,2.82,18.48,36,56,17,47,32,4,17.0812277866207,13.6085550857996,33.0550525709604,1,"Digital",NA,"5224",""
5225,20.1802,12.68615,12.600475,4.0725,2.465625,22.756525,39,66,22,14,54,11,23.8487557522643,19.1935232757279,29.7173077765928,1,"High-Tech",NA,"5225",""
5226,6.1965,4.7594,1.8205,1.4094,0,4.5766,241,443.5,347,391,222,306,306.934137250971,365.910617814314,306.920968092213,0,NA,NA,"5226",""
5227,7.8737625,7.69255,5.4211625,1.2129,0.136875,4.8069875,287,389,299,385,140,60,169.271697437841,160.761675342625,262.4323345759,0,NA,NA,"5227",""
5231,18.603,5.8081,14.2065,0.8556,0.475,20.6584,350.5,322,33,22,189,7,28.6952130364297,19.9018836333194,59.4571969959161,0,NA,NA,"5231",""
5232,0.4715,0.1308,0.264,1.4256,0,0.3302,234,443.5,480,479,480,478,404.474619183724,470.602803511405,392.268376940034,0,NA,NA,"5232",""
5241,18.7308,3.757975,2.86375,3.2136,1.99155,22.06575,61,82,31,15,252,198,45.8347937412739,36.0934869825011,39.7204335438561,0,NA,NA,"5241",""
5242,10.9242,7.689,2.743,2.1875,0.69,12.705,123,272,200,192,141,208,177.983796861175,215.005627766055,172.853407948106,0,NA,NA,"5242",""
5243,10.078425,7.55595,2.8981,2.221875,1.125,13.72625,121,158.5,221,161,143,193,161.105218668051,180.982571609163,155.820994402289,0,NA,NA,"5243",""
5244,7.69286666666667,6.02606666666667,2.08444444444444,2.06555555555556,0.444444444444444,5.644,149,324,305,370,186,285,244.38844947642,319.060221660742,237.478078115751,0,NA,NA,"5244",""
5245,9.0746,8.671,1.4964,3.18,2.5,12.1225,62,64,252,206,121,353,117.502603494674,148.186779969496,103.653066556581,0,NA,NA,"5245",""
5251,7.3935,5.0151,4.761,1.6544,0,6.3753,193,443.5,312,351,214,72,188.738904832277,181.94929951215,276.375662304727,0,NA,NA,"5251",""
5252,6.318,0.9956,2.9394,2.82,0,9.8072,78.5,443.5,344,252,414,188,204.21987090934,277.935197750068,207.562811863996,0,NA,NA,"5252",""
5253,5.0882,0.6448,1.2118,1.0044,0,4.6172,317,443.5,365,389,444,394,387.858667361564,396.915673246391,386.461275705015,0,NA,NA,"5253",""
5254,4.1591,1.7739,1.9594,1.0275,0,1.689975,309.5,443.5,383,459,352,296,364.779894033841,384.807719568681,382.225838004861,0,NA,NA,"5254",""
6211,5.1726,1.5808,2.6398,1.32,1.4256,7.3612,251,118.5,363,326,370,217,235.993906389637,213.211506860609,239.955126652666,0,NA,NA,"6211",""
6221,11.1982,10.8125,4.047,3.0264,1.58375,10.516275,67,105,179,236,89,103,109.807040297304,138.771743768336,111.047146556835,0,NA,NA,"6221",""
6222,14.144,2.8952,3.4848,1.0044,1.54,14.3112,317,109,93,148,298,145,150.833099774097,120.156450567806,151.838373760289,0,NA,NA,"6222",""
6231,11.9925,0.6027,2.1614,0.75,1.215,8.6592,365.5,144.5,159,290,449,276,238.852344708782,198.320358901613,232.449876997457,0,NA,NA,"6231",""
6232,13.2924,0.6072,3.0228,0.69,1.035,14.4075,384,174,113,147,448,184,190.639887860433,150.102946035942,191.809383442264,0,NA,NA,"6232",""
6235,5.2206,0.7434,1.3912,0.75,1.215,17.6391,365.5,144.5,361,62,436,370,180.61104700272,141.825278678877,163.799404362233,0,NA,NA,"6235",""
6311,5.831,2.0736,2.7405,0.8556,0.69,6.0279,350.5,272,350,362,337,209,302.537345843409,285.129115016664,331.777131730954,0,NA,NA,"6311",""
6312,7.1556,5.3352,3.0672,0.475,0,4.3316,423,443.5,317.5,397.5,205.5,179.5,290.69600851786,297.640912175358,331.126878707997,0,NA,NA,"6312",""
6313,6.8904,0.1177,1.7195,1.8144,1.4256,9.8264,172,118.5,331,251,481,330,228.792056878076,217.750462029733,215.484374296926,0,NA,NA,"6313",""
6314,6.8855,0.91,1.5405,1.0044,0.5244,10.3059,317,304,333,240,421,348,319.11957137476,301.03690037513,313.747136465008,0,NA,NA,"6314",""
6315,7.1556,5.3352,3.0672,0.475,0,4.3316,423,443.5,317.5,397.5,205.5,179.5,290.69600851786,297.640912175358,331.126878707997,0,NA,NA,"6315",""
6316,6.8855,0.91,1.5405,1.0044,0.5244,10.3059,317,304,333,240,421,348,319.11957137476,301.03690037513,313.747136465008,0,NA,NA,"6316",""
6321,8.436,3.0155,2.548,1.54,0.3125,9.1123,212.5,348,278,270,291,231,265.975851545272,276.817746314603,274.001217661203,0,NA,NA,"6321",""
6322,3.4112,1.0147,0.9804,0.3125,0.3125,5.985,436.5,348,412,363,411.5,415,396.099930633387,383.224870857081,392.346220535128,0,NA,NA,"6322",""
6331,3.0051,1.5345,0.462,0.69,0.1344,5.95,384,393,434.5,364.5,372.5,466.5,400.425074400826,411.976237266753,389.255332178388,0,NA,NA,"6331",""
6332,5.3965,3.4608,1.7472,1.54,0,3.422,212.5,443.5,357,418,269,314,315.925864747473,377.207148865693,316.111691205346,0,NA,NA,"6332",""
6341,4.7652,1.9092,0.516,1.75,0.5244,7.552,180.5,304,373,324,345,460,306.1471114161,357.187320907427,286.874509890042,0,NA,NA,"6341",""
6342,1.656,1.794,0.9009,1.62,0,0.5694,199.5,443.5,460,476,351,426,359.589071422335,451.606287130642,348.582845065379,0,NA,NA,"6342",""
6343,0.9174,2.9829,0.534,0.1344,0,0.9792,462,443.5,473,471,293,456,421.720309241174,461.560582624413,415.308081372267,0,NA,NA,"6343",""
6344,4.28264375,6.48496875,1.616375,2.465625,0.174375,3.67314375,102,386,380,410,172,340,230.208078452135,378.275895683152,216.16175791018,0,NA,NA,"6344",""
6345,1.8683,2.765,1.0143,2.5944,0,4.6258,93.5,443.5,456,388,305,411,257.668144012507,423.918267931579,239.709497576213,0,NA,NA,"6345",""
6346,11.562525,2.5515,3.943925,1.4175,0.3689,7.317025,240,330,171,331,318.5,108,212.00866781418,190.281725778151,261.41852915376,0,NA,NA,"6346",""
6411,7.4347,3.0576,2.2066,1.215,0.75,12.5961,284,245.5,310,197,289,270.5,261.289635905587,249.9066673842,259.339031167383,0,NA,NA,"6411",""
6421,9.542475,1.500575,2.6182,1.625,0.39375,11.341125,196.5,325,235,221,374,220,249.33384244763,244.885502300428,255.895380357239,0,NA,NA,"6421",""
6511,2.116,1.0147,2.0188,0,0,3.3201,474.5,443.5,452,422,411.5,289,405.491484514714,389.500380039716,440.583664865208,0,NA,NA,"6511",""
6512,2.7416,0.8378,0.2852,0.75,0.5244,6.1438,365.5,304,440,361,427,476,387.84517081383,384.425788084,373.869380153242,0,NA,NA,"6512",""
6513,4.2336,0.5334,1.7184,0,0.5244,8.2503,474.5,304,381,302,455,331,363.528413867549,327.630707969825,370.566592723497,0,NA,NA,"6513",""
6521,13.4064,2.7863,10.9682,1.54,1.3125,17.618,212.5,131,109,63,303,16,60.5519244258895,43.9004707464694,124.177383507173,0,NA,NA,"6521",""
6522,4.9776,1.0944,1.6632,0.93,0.5244,6.223,334,304,366,357,403,335,348.163293054005,339.761313568854,350.70239783952,0,NA,NA,"6522",""
6523,15.45,1.4352,2.912,0.75,1.6544,18.9819,365.5,96,64,40,381,192,98.9906275551213,72.3779048597239,90.2031257477508,0,NA,NA,"6523",""
6524,12.679875,2.5248,3.4945,0.515625,0.884225,15.032875,420.5,219,143,128,321,144,189.774578788191,153.031621272986,202.26613903422,0,NA,NA,"6524",""
6525,10.7985,0.384,1.9201,1.4256,1.62,13.464,234,101.5,204,167,468,298,197.898814546708,167.147152752698,185.363390769805,0,NA,NA,"6525",""
6531,4.095,1.6956,2.32,0.93,0.5244,5.2275,334,304,386,378,363,264,333.201856323983,325.871548719601,351.283507101588,0,NA,NA,"6531",""
6532,9.0848,1.72,2.8329,1.32,0.5244,5.6808,251,304,250,369,360,202,277.393787498029,268.608466879819,299.333228473556,0,NA,NA,"6532",""
6533,5.199575,0.84485,0.891225,0.296875,0.22265625,7.3279125,448,383,362,330,426,427,392.524344944963,373.25325974035,386.123419138409,0,NA,NA,"6533",""
6541,7.970675,4.5714375,5.1969,1.7753125,1.3125,9.02,175,131,296,271,228,64,149.803467870119,133.316238122743,202.692880809214,0,NA,NA,"6541",""
6551,13.1271,0.4305,4.7397,0.75,0.93,15.0025,365.5,207,119.5,129.5,463.5,74.5,154.258770957488,117.597543837996,194.926847636972,0,NA,NA,"6551",""
6552,13.1271,0.4305,4.7397,0.75,0.93,15.0025,365.5,207,119.5,129.5,463.5,74.5,154.258770957488,117.597543837996,194.926847636972,0,NA,NA,"6552",""
6561,3.474,0.5654,0.93725,0.75,0.2261,5.12865,365.5,382,409,380,453,420,400.504223922805,398.011563054592,396.642233236264,0,NA,NA,"6561",""
6562,2.98239375,0.966125,0.9477,0.8658625,0.104025,3.52875,348,398,436,416,416,419,404.393325121008,417.814389767568,401.410145296829,0,NA,NA,"6562",""
6563,3.759375,2.1056,1.08915,1.113125,0.0636,4.3497,303,403,399,396,335,405,369.848528707595,401.719625146567,363.377285599873,0,NA,NA,"6563",""
6564,6.8855,0.91,1.5405,1.0044,0.5244,10.3059,317,304,333,240,421,348,319.11957137476,301.03690037513,313.747136465008,0,NA,NA,"6564",""
6611,5.6165,0.5248,2.0909,0,0.5244,5.945,474.5,304,353,366,456,283,360.561692126698,323.900548187461,381.109872942671,0,NA,NA,"6611",""
6621,9.2274,9.5598,3.7185,1.4256,0.75,7.35,234,245.5,247,329,101,130,182.858899804528,213.29984226707,198.581359043761,0,NA,NA,"6621",""
6622,4.000425,1.105625,0.9953125,0.2261,0.36230625,8.0215,456,331,390,306,401,414,377.06664357491,355.980818333793,370.297190414806,0,NA,NA,"6622",""
6623,7.35366875,1.090375,2.868,1.194375,1.04805,9.462675,288,171,313,255,405,197,251.270131627953,222.773935305367,265.559409079153,0,NA,NA,"6623",""
6711,3.33285555555556,1.25555555555556,1.43906666666667,0.431111111111111,0.0902777777777778,3.12306666666667,425,399.5,413,425,392,360,402.096642230533,398.809999558708,411.464968321109,0,NA,NA,"6711",""
6721,3.64265,0.6943,2.48565,0.3125,0.6072,2.11575,436.5,289.5,402,450,439,238,355.375135611512,324.540300933499,393.717316443025,0,NA,NA,"6721",""
6722,8.515375,1.47515,2.13465,0.86625,0.6336,6.317025,347,287,274,353,377,278,315.180017214255,295.908896613958,323.572018062684,0,NA,NA,"6722",""
6731,0.7546,0.682,0.5217,0.5244,0,1.9398,408.5,443.5,477,456,440,458,447.154592871488,459.315970802536,444.858501340786,0,NA,NA,"6731",""
6732,2.646,3.58,2.1275,0,0,0.726,474.5,443.5,442,475,266,279,374.352094568254,392.953401023533,401.40449060978,0,NA,NA,"6732",""
6733,1.8857,1.463,1.764,0,0,2.175,474.5,443.5,455,445,378,312,410.359842382708,404.86887673006,437.58216208227,0,NA,NA,"6733",""
6741,4.9184,2.277,1.1661,0,0,3.184,474.5,443.5,367,424,329,397,400.909622988189,406.809416848736,401.496660129895,0,NA,NA,"6741",""
6742,4.0033,1.294125,2.5727625,0.140625,0.140625,4.202025,457.5,387.5,389,400,388,228,358.20035584044,333.369922037584,403.760140885498,0,NA,NA,"6742",""
7201,8.7843,9.1485,3.795,1.88,0.3125,7.7283,163,348,263,317,112,122,182.509160463433,223.115381732951,202.061178504137,0,NA,NA,"7201",""
7202,8.7843,9.1485,3.795,1.88,0.3125,7.7283,163,348,263,317,112,122,182.509160463433,223.115381732951,202.061178504137,0,NA,NA,"7202",""
7203,8.7843,9.1485,3.795,1.88,0.3125,7.7283,163,348,263,317,112,122,182.509160463433,223.115381732951,202.061178504137,0,NA,NA,"7203",""
7204,8.7843,9.1485,3.795,1.88,0.3125,7.7283,163,348,263,317,112,122,182.509160463433,223.115381732951,202.061178504137,0,NA,NA,"7204",""
7205,10.6358,13.8507,4.107,2.88,0.9375,9.88,74,200,208,248,47,99,103.550854951128,168.237743404832,104.291502950352,0,NA,NA,"7205",""
7231,7.4746,9.94,1.49,5.0625,1.8144,7.3556,26.5,90.5,308.5,327.5,96.5,354.5,90.0399250197859,199.829554667223,78.3402322359234,0,NA,NA,"7231",""
7232,9.7636,18.847,1.2397,7.5456,1.215,11.5808,8,144.5,231,216,26,389,36.0352260108194,217.917212528532,30.4990299827509,0,NA,NA,"7232",""
7233,3.4496,8.0647,0.378,4,0.3125,4.3248,40,348,410,399,131,474,143.301773549652,403.890161179249,125.740545752216,0,NA,NA,"7233",""
7234,3.7496,10.0835,0.2709,1.75,0,3.906,180.5,443.5,400,404,93,477,235.732208591308,429.891638866428,214.035965630882,0,NA,NA,"7234",""
7235,3.6084,9.7572,2.2302,0.75,0,2.664,365.5,443.5,403,432,98,268,254.437492573314,372.027018705467,251.712168908542,0,NA,NA,"7235",""
7236,1.169525,9.126,0.77575,1.996875,0,1.6218,151,443.5,468,460,116,436,250.360960219362,452.517258636644,230.658497732397,0,NA,NA,"7236",""
7237,3.2091,5.62433333333333,1.0082,1.31666666666667,0.240422222222222,3.49144444444444,256,381,427,417,195,412,319.812495232121,409.504532679797,306.003440940763,0,NA,NA,"7237",""
7241,7.904,8.294,8.9999,3.5,0,4.9053,51,443.5,297.5,381.5,128.5,27.5,85.4035657358808,92.3746975299679,142.178914600704,0,NA,NA,"7241",""
7242,11.9133,9.0724,8.204625,2.690625,0.515625,6.322,89,318.5,160,352,118,29,92.2768327246689,87.8980530055004,157.78642448302,0,NA,NA,"7242",""
7243,7.904,8.294,8.9999,3.5,0,4.9053,51,443.5,297.5,381.5,128.5,27.5,85.4035657358808,92.3746975299679,142.178914600704,0,NA,NA,"7243",""
7244,5.3058,6.3756,7.2261,2.5,0.69,7.8144,98.5,272,360,311,174,40,120.498875360749,117.548667570317,196.829068424362,0,NA,NA,"7244",""
7245,12.9096,7.9222,24.8746,1.6544,1.0044,11.2132,193,187.5,128,222,134,2,16.5090664126433,11.4000837255285,166.094585493033,1,"Digital",NA,"7245",""
7246,18.72,10.5987,24.4927,3,4.76,11.932,69,30,32,210,90,3,17.5144048966673,12.6063490788835,54.0101705938054,1,"Digital",NA,"7246",""
7247,18.4274,17.3376,14.8732,2.82,3.18,13.5044,78.5,48,35,166,30,6,24.806941146387,20.3013627827645,50.4996200801749,1,"High-Tech",NA,"7247",""
